CancerSite,DataType,StatisticType,Rate,ModeledRate,Year,RaceEthnicity,Sex,AgeRange,YearRange,
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.7411,1.7573,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.7512,1.8012,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.9804,1.8461,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.8561,1.8922,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.0501,1.9395,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.0345,1.9879,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.1011,2.0375,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.0615,2.0884,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.1058,2.1405,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.3513,2.1939,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.4269,1.449,1975,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6201,1.4603,1976,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.327,1.4717,1977,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.39,1.4832,1978,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.4972,1.4947,1979,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5584,1.5064,1980,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5148,1.5181,1981,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6413,1.53,1982,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.4115,1.5419,1983,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6064,1.5539,1984,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5087,1.566,1985,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6953,1.6296,1986,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8658,1.6959,1987,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5939,1.7648,1988,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8923,1.8364,1989,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8642,1.9111,1990,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1205,1.9887,1991,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9358,2.0695,1992,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.066,2.1536,1993,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0888,2.2411,1994,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2436,2.3321,1995,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6264,2.4269,1996,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6091,2.5255,1997,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5729,2.6281,1998,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.734,2.7348,1999,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.7341,2.6669,2000,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5476,2.6007,2001,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5646,2.5361,2002,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6475,2.6408,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6788,2.7497,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.8872,2.8631,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.9138,2.9812,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.0058,3.1042,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4588,3.2323,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.3524,3.3656,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.5219,3.5045,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.7418,3.649,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.6531,3.7996,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2975,2.1316,1975,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0182,2.1855,1976,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2469,2.2408,1977,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2105,2.2976,1978,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2981,2.3557,1979,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4726,2.4154,1980,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3237,2.2524,1981,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1373,2.1004,1982,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8978,1.9586,1983,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9532,1.9222,1984,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0056,1.8863,1985,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7231,1.8512,1986,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.693,1.8167,1987,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7915,1.7828,1988,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.819,1.7496,1989,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7211,1.717,1990,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7599,1.685,1991,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6096,1.6536,1992,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6076,1.6228,1993,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5831,1.5926,1994,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.4583,1.4335,1995,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.2646,1.2904,1996,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.1486,1.1615,1997,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.2561,1.2266,1998,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.2997,1.2954,1999,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3767,1.368,2000,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.4324,1.357,2001,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3376,1.3461,2002,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3286,1.3352,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.247,1.3245,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3414,1.3138,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.242,1.3032,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3426,1.2927,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.0806,1.2823,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3073,1.272,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3624,1.2618,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.228,1.2516,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.2746,1.2415,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,8.8945,9.0451,1975,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.7428,9.1513,1976,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5433,9.2587,1977,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,8.6014,9.3674,1978,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.3898,9.4774,1979,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.1816,9.5886,1980,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.9108,9.7012,1981,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.9484,9.8151,1982,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.1222,9.9303,1983,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.6422,10.0469,1984,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.3357,10.0126,1985,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.8197,9.9785,1986,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5442,9.9445,1987,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5747,9.9106,1988,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.6338,9.8768,1989,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.8437,9.8431,1990,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.7892,9.8096,1991,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.016,9.7761,1992,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.2982,9.7428,1993,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.742,9.7096,1994,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5695,9.6765,1995,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5717,9.6435,1996,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.7201,9.6106,1997,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.8524,9.5779,1998,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.3503,9.5452,1999,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5467,9.6696,2000,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,9.5282,9.7956,2001,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.0698,9.9232,2002,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.3409,10.0525,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.1893,10.1835,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.3179,10.3161,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.8073,10.4505,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.576,10.5867,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.8693,10.7246,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,11.429,10.8644,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,11.0108,11.0059,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,10.4857,11.1493,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Pancreas,"SEER Incidence per 100,000",Age-Adjusted Rates,11.1047,11.2946,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,71.0797,71.1244,1975,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,69.3448,68.3549,1976,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,64.8702,65.6932,1977,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,62.898,63.1351,1978,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,59.8741,60.6767,1979,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,59.3082,58.314,1980,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,57.3337,58.01,1981,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,57.6154,57.7077,1982,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,57.2784,57.4069,1983,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,58.1892,57.1076,1984,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,56.8777,56.81,1985,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,54.7041,56.5139,1986,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,55.6415,56.2193,1987,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.878,55.9263,1988,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,55.5114,55.6347,1989,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,57.2349,55.3448,1990,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,55.8318,55.0563,1991,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,54.9243,54.7693,1992,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,54.5783,54.4838,1993,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.5388,54.1998,1994,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.7479,53.9173,1995,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.8319,53.6363,1996,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,55.05,53.3567,1997,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,54.3092,53.0786,1998,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,54.1492,52.8019,1999,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,52.6248,52.5267,2000,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.8445,52.2529,2001,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,50.9461,51.9805,2002,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,50.6864,51.7096,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,50.7352,51.4401,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,49.6784,51.1719,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,50.7132,50.9052,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,50.1107,51.1749,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,51.1981,51.4461,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,53.3669,51.7187,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,52.8429,51.9927,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,51.8148,52.2682,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Female genital system,"SEER Incidence per 100,000",Age-Adjusted Rates,51.7843,52.5451,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9185,0.9392,1975,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8251,0.9219,1976,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,1.0216,0.9049,1977,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8811,0.8882,1978,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8083,0.8718,1979,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8837,0.8557,1980,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8313,0.8399,1981,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8674,0.8244,1982,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8604,0.8092,1983,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8696,0.7942,1984,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.6671,0.7796,1985,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
